,ubigeo
13722,0307110001
13723,0307110002
13724,0307110003
13725,0307110004
13726,0307110005
13727,0307110006
13728,0307110007
13729,0307110008
13730,0307110009
13731,0307110010
13732,0307110011
13733,0307110012
13734,0307110013
13735,0307110014
13736,0307110015
13737,0307120001
13738,0307120002
13739,0307120003
13740,0307120004
13741,0307120005
13742,0307120006
13743,0307120007
13744,0307120008
13745,0307120009
13746,0307120010
13747,0307120011
13748,0307120012
13749,0307120013
13750,0307120014
13751,0307130001
13752,0307130002
13753,0307130003
13754,0307130004
13755,0307130005
13756,0307130006
13757,0307130007
13758,0307130008
13759,0307130009
13760,0307130010
13761,0307130011
13762,0307130012
13763,0307130013
13764,0307130014
13765,0307130015
13766,0307130016
13767,0307130017
13768,0307130018
13769,0307130019
13770,0307140001
13771,0307140002
13772,0307140003
13773,0307140004
13774,0307140005
13775,0307140006
13776,0307140007
13777,0307140008
13778,0307140009
13779,0307140010
13780,0307140011
13781,0307140012
13782,0307140013
13783,0307140014
13784,0307140015
13785,0307140016
13786,0307140017
13787,0307140018
13788,0307140019
13789,0307140020
13790,0307140021
13791,0307140022
13792,0307140023
13793,0307140024
13794,0307140025
13795,0307140026
13796,0401010001
13797,0401020001
13798,0401030001
13799,0401030002
13800,0401040001
13801,0401040002
13802,0401040003
13803,0401040004
13804,0401040005
13805,0401040006
13806,0401040007
13807,0401050001
13808,0401050002
13809,0401050003
13810,0401050004
13811,0401050005
13812,0401050006
13813,0401050007
13814,0401060001
13815,0401060002
13816,0401060003
13817,0401060004
13818,0401060005
13819,0401060006
13820,0401060007
13821,0401060008
13822,0401060009
13823,0401060010
13824,0401060011
13825,0401060012
13826,0401060013
13827,0401060014
13828,0401060015
13829,0401060016
13830,0401060017
13831,0401060018
13832,0401060019
13833,0401060020
13834,0401060021
13835,0401060022
13836,0401060023
13837,0401060024
13838,0401070001
13839,0401080001
13840,0401080002
13841,0401080003
13842,0401080004
13843,0401080005
13844,0401080006
13845,0401080007
13846,0401080008
13847,0401080009
13848,0401080010
13849,0401080011
13850,0401080012
13851,0401080013
13852,0401080014
13853,0401080015
13854,0401080016
13855,0401080017
13856,0401080018
13857,0401080019
13858,0401080020
13859,0401080021
13860,0401080022
13861,0401080023
13862,0401080024
13863,0401080025
13864,0401080026
13865,0401080027
13866,0401080028
13867,0401080029
13868,0401080030
13869,0401080031
13870,0401080032
13871,0401080033
13872,0401080034
13873,0401080035
13874,0401080036
13875,0401080037
13876,0401080038
13877,0401080039
13878,0401080040
13879,0401080041
13880,0401080042
13881,0401080043
13882,0401080044
13883,0401080045
13884,0401080046
13885,0401080047
13886,0401080048
13887,0401080049
13888,0401090001
13889,0401100001
13890,0401110001
13891,0401110002
13892,0401110003
13893,0401110004
13894,0401110005
13895,0401110006
13896,0401110007
13897,0401110008
13898,0401110009
13899,0401110010
13900,0401110011
13901,0401110012
13902,0401110013
13903,0401120001
13904,0401130001
13905,0401130002
13906,0401130003
13907,0401130004
13908,0401130005
13909,0401130006
13910,0401130007
13911,0401130008
13912,0401130009
13913,0401130010
13914,0401130011
13915,0401130012
13916,0401140001
13917,0401140002
13918,0401140003
13919,0401140004
13920,0401140005
13921,0401140006
13922,0401140007
13923,0401140008
13924,0401140009
13925,0401140010
13926,0401140011
13927,0401140012
13928,0401140013
13929,0401140014
13930,0401140015
13931,0401140016
13932,0401140017
13933,0401140018
13934,0401140019
13935,0401140020
13936,0401140021
13937,0401140022
13938,0401140023
13939,0401140024
13940,0401140025
13941,0401140026
13942,0401140027
13943,0401140028
13944,0401140029
13945,0401140030
13946,0401140031
13947,0401140032
13948,0401140033
13949,0401140034
13950,0401140035
13951,0401140036
13952,0401140037
13953,0401140038
13954,0401150001
13955,0401150002
13956,0401150003
13957,0401150004
13958,0401150005
13959,0401160001
13960,0401160002
13961,0401160003
13962,0401160004
13963,0401160005
13964,0401160006
13965,0401160007
13966,0401160008
13967,0401160009
13968,0401160010
13969,0401160011
13970,0401160012
13971,0401160013
13972,0401160014
13973,0401170001
13974,0401170002
13975,0401170003
13976,0401180001
13977,0401180002
13978,0401180003
13979,0401180004
13980,0401180005
13981,0401180006
13982,0401180007
13983,0401180008
13984,0401180009
13985,0401180010
13986,0401180011
13987,0401180012
13988,0401180013
13989,0401180014
13990,0401180015
13991,0401180016
13992,0401180017
13993,0401180018
13994,0401180019
13995,0401180020
13996,0401180021
13997,0401180022
13998,0401190001
13999,0401190002
14000,0401190003
14001,0401190004
14002,0401190005
14003,0401190006
14004,0401190007
14005,0401190008
14006,0401190009
14007,0401190010
14008,0401190011
14009,0401190012
14010,0401190013
14011,0401190014
14012,0401190015
14013,0401190016
14014,0401190017
14015,0401190018
14016,0401190019
14017,0401190020
14018,0401190021
14019,0401190022
14020,0401190023
14021,0401190024
14022,0401190025
14023,0401190026
14024,0401190027
14025,0401190028
14026,0401190029
14027,0401190030
14028,0401190031
14029,0401190032
14030,0401190033
14031,0401190034
14032,0401190035
14033,0401190036
14034,0401190037
14035,0401190038
14036,0401190039
14037,0401190040
14038,0401190041
14039,0401190042
14040,0401190043
14041,0401190044
14042,0401190045
14043,0401190046
14044,0401190047
14045,0401190048
14046,0401190049
14047,0401190050
14048,0401190051
14049,0401190052
14050,0401190053
14051,0401190054
14052,0401190055
14053,0401190056
14054,0401190057
14055,0401190058
14056,0401190059
14057,0401190060
14058,0401190061
14059,0401190062
14060,0401190063
14061,0401190064
14062,0401190065
14063,0401190066
14064,0401190067
14065,0401190068
14066,0401190069
14067,0401190070
14068,0401190071
14069,0401190072
14070,0401190073
14071,0401190074
14072,0401190075
14073,0401190076
14074,0401190077
14075,0401190078
14076,0401190079
14077,0401190080
14078,0401190081
14079,0401190082
14080,0401190083
14081,0401190084
14082,0401190085
14083,0401190086
14084,0401190087
14085,0401190088
14086,0401190089
14087,0401190090
14088,0401190091
14089,0401190092
14090,0401190093
14091,0401190094
14092,0401190095
14093,0401190096
14094,0401190097
14095,0401190098
14096,0401190099
14097,0401190100
14098,0401190101
14099,0401190102
14100,0401190103
14101,0401190104
14102,0401190105
14103,0401190106
14104,0401190107
14105,0401190108
14106,0401190109
14107,0401190110
14108,0401190111
14109,0401190112
14110,0401190113
14111,0401190114
14112,0401190115
14113,0401190116
14114,0401190117
14115,0401190118
14116,0401190119
14117,0401190120
14118,0401190121
14119,0401190122
14120,0401190123
14121,0401190124
14122,0401190125
14123,0401190126
14124,0401190127
14125,0401190128
14126,0401190129
14127,0401190130
14128,0401190131
14129,0401190132
14130,0401190133
14131,0401190134
14132,0401190135
14133,0401190136
14134,0401190137
14135,0401190138
14136,0401190139
14137,0401190140
14138,0401190141
14139,0401190142
14140,0401190143
14141,0401190144
14142,0401190145
14143,0401190146
14144,0401190147
14145,0401190148
14146,0401190149
14147,0401190150
14148,0401190151
14149,0401190152
14150,0401190153
14151,0401190154
14152,0401190155
14153,0401190156
14154,0401190157
14155,0401190158
14156,0401190159
14157,0401190160
14158,0401190161
14159,0401190162
14160,0401190163
14161,0401200001
14162,0401200002
14163,0401200003
14164,0401200004
14165,0401200005
14166,0401200006
14167,0401200007
14168,0401200008
14169,0401200009
14170,0401200010
14171,0401200011
14172,0401200012
14173,0401200013
14174,0401200014
14175,0401200015
14176,0401200016
14177,0401200017
14178,0401200018
14179,0401200019
14180,0401200020
14181,0401200021
14182,0401200022
14183,0401200023
14184,0401200024
14185,0401200025
14186,0401200026
14187,0401200027
14188,0401200028
14189,0401200029
14190,0401200030
14191,0401200031
14192,0401200032
14193,0401200033
14194,0401200034
14195,0401200035
14196,0401210001
14197,0401210002
14198,0401210003
14199,0401210004
14200,0401210005
14201,0401210006
14202,0401210007
14203,0401210008
14204,0401210009
14205,0401210010
14206,0401210011
14207,0401210012
14208,0401210013
14209,0401210014
14210,0401210015
14211,0401210016
14212,0401220001
14213,0401220002
14214,0401220003
14215,0401220004
14216,0401220005
14217,0401220006
14218,0401220007
14219,0401220008
14220,0401220009
14221,0401220010
14222,0401220011
14223,0401220012
14224,0401220013
14225,0401220014
14226,0401230001
14227,0401230002
14228,0401230003
14229,0401230004
14230,0401230005
14231,0401230006
14232,0401230007
14233,0401230008
14234,0401230009
14235,0401230010
14236,0401240001
14237,0401240002
14238,0401240003
14239,0401240004
14240,0401240005
14241,0401240006
14242,0401240007
14243,0401240008
14244,0401240009
14245,0401240010
14246,0401240011
14247,0401240012
14248,0401240013
14249,0401240014
14250,0401240015
14251,0401240016
14252,0401240017
14253,0401240018
14254,0401240019
14255,0401240020
14256,0401240021
14257,0401240022
14258,0401240023
14259,0401240024
14260,0401240025
14261,0401240026
14262,0401240027
14263,0401240028
14264,0401240029
14265,0401240030
14266,0401240031
14267,0401240032
14268,0401250001
14269,0401250002
14270,0401250003
14271,0401250004
14272,0401250005
14273,0401250006
14274,0401250007
14275,0401250008
14276,0401250009
14277,0401250010
14278,0401250011
14279,0401250012
14280,0401250013
14281,0401250014
14282,0401250015
14283,0401250016
14284,0401250017
14285,0401250018
14286,0401250019
14287,0401250020
14288,0401250021
14289,0401250022
14290,0401250023
14291,0401250024
14292,0401250025
14293,0401250026
14294,0401250027
14295,0401250028
14296,0401250029
14297,0401250030
14298,0401250031
14299,0401250032
14300,0401250033
14301,0401250034
14302,0401260001
14303,0401270001
14304,0401270002
14305,0401270003
14306,0401270004
14307,0401270005
14308,0401270006
14309,0401270007
14310,0401270008
14311,0401270009
14312,0401270010
14313,0401270011
14314,0401270012
14315,0401270013
14316,0401270014
14317,0401270015
14318,0401270016
14319,0401270017
14320,0401270018
14321,0401280001
14322,0401280002
14323,0401280003
14324,0401280004
14325,0401280005
14326,0401280006
14327,0401280007
14328,0401280008
14329,0401280009
14330,0401280010
14331,0401280011
14332,0401280012
14333,0401280013
14334,0401280014
14335,0401280015
14336,0401280016
14337,0401280017
14338,0401280018
14339,0401280019
14340,0401280020
14341,0401280021
14342,0401280022
14343,0401280023
14344,0401280024
14345,0401280025
14346,0401280026
14347,0401280027
14348,0401280028
14349,0401280029
14350,0401280030
14351,0401280031
14352,0401280032
14353,0401280033
14354,0401280034
14355,0401280035
14356,0401280036
14357,0401280037
14358,0401280038
14359,0401280039
14360,0401280040
14361,0401280041
14362,0401280042
14363,0401280043
14364,0401280044
14365,0401280045
14366,0401280046
14367,0401280047
14368,0401280048
14369,0401280049
14370,0401280050
14371,0401280051
14372,0401280052
14373,0401280053
14374,0401280054
14375,0401280055
14376,0401280056
14377,0401280057
14378,0401280058
14379,0401280059
14380,0401280060
14381,0401280061
14382,0401290001
14383,0402010001
14384,0402020001
14385,0402020002
14386,0402020003
14387,0402020004
14388,0402020005
14389,0402020006
14390,0402020007
14391,0402020008
14392,0402020009
14393,0402030001
14394,0402030002
14395,0402030003
14396,0402030004
14397,0402030005
14398,0402030006
14399,0402030007
14400,0402030008
14401,0402030009
14402,0402030010
14403,0402030011
14404,0402030012
14405,0402030013
14406,0402030014
14407,0402030015
14408,0402030016
14409,0402030017
14410,0402030018
14411,0402040001
14412,0402040002
14413,0402040003
14414,0402040004
14415,0402040005
14416,0402040006
14417,0402040007
14418,0402040008
14419,0402040009
14420,0402040010
14421,0402040011
14422,0402040012
14423,0402040013
14424,0402050001
14425,0402050002
14426,0402050003
14427,0402050004
14428,0402050005
14429,0402050006
14430,0402050007
14431,0402050008
14432,0402050009
14433,0402050010
14434,0402050011
14435,0402050012
14436,0402050013
14437,0402050014
14438,0402050015
14439,0402050016
14440,0402050017
14441,0402050018
14442,0402050019
14443,0402050020
14444,0402050021
14445,0402050022
14446,0402060001
14447,0402060002
14448,0402060003
14449,0402060004
14450,0402060005
14451,0402060006
14452,0402060007
14453,0402060008
14454,0402060009
14455,0402060010
14456,0402060011
14457,0402060012
14458,0402060013
14459,0402060014
14460,0402060015
14461,0402060016
14462,0402060017
14463,0402060018
14464,0402060019
14465,0402060020
14466,0402060021
14467,0402070001
14468,0402070002
14469,0402070003
14470,0402070004
14471,0402070005
14472,0402070006
14473,0402070007
14474,0402070008
14475,0402070009
14476,0402070010
14477,0402070011
14478,0402070012
14479,0402070013
14480,0402070014
14481,0402080001
14482,0402080002
14483,0402080003
14484,0402080004
14485,0402080005
14486,0402080006
14487,0402080007
14488,0402080008
14489,0402080009
14490,0402080010
14491,0402080011
14492,0402080012
14493,0402080013
14494,0402080014
14495,0402080015
14496,0402080016
14497,0402080017
14498,0402080018
14499,0402080019
14500,0402080020
14501,0402080021
14502,0403010001
14503,0403010002
14504,0403010003
14505,0403010004
14506,0403010005
14507,0403010006
14508,0403010007
14509,0403010008
14510,0403010009
14511,0403010010
14512,0403010011
14513,0403010012
14514,0403010013
14515,0403010014
14516,0403010015
14517,0403010016
14518,0403010017
14519,0403010018
14520,0403010019
14521,0403020001
14522,0403020002
14523,0403020003
14524,0403020004
14525,0403020005
14526,0403020006
14527,0403020007
14528,0403020008
14529,0403020009
14530,0403020010
14531,0403020011
14532,0403020012
14533,0403020013
14534,0403030001
14535,0403030002
14536,0403030003
14537,0403030004
14538,0403030005
14539,0403030006
14540,0403030007
14541,0403030008
14542,0403030009
14543,0403030010
14544,0403030011
14545,0403030012
14546,0403030013
14547,0403030014
14548,0403030015
14549,0403030016
14550,0403030017
14551,0403030018
14552,0403030019
14553,0403030020
14554,0403030021
14555,0403030022
14556,0403030023
14557,0403040001
14558,0403040002
14559,0403040003
14560,0403040004
14561,0403040005
14562,0403040006
14563,0403040007
14564,0403040008
14565,0403040009
14566,0403040010
14567,0403040011
14568,0403040012
14569,0403040013
14570,0403040014
14571,0403040015
14572,0403040016
14573,0403040017
14574,0403040018
14575,0403040019
14576,0403040020
14577,0403040021
14578,0403040022
14579,0403050001
14580,0403050002
14581,0403050003
14582,0403050004
14583,0403050005
14584,0403050006
14585,0403050007
14586,0403050008
14587,0403050009
14588,0403050010
14589,0403050011
14590,0403050012
14591,0403050013
14592,0403050014
14593,0403050015
14594,0403050016
14595,0403050017
14596,0403050018
14597,0403050019
14598,0403050020
14599,0403050021
14600,0403050022
14601,0403050023
14602,0403050024
14603,0403050025
14604,0403050026
14605,0403050027
14606,0403050028
14607,0403050029
14608,0403050030
14609,0403050031
14610,0403050032
14611,0403050033
14612,0403050034
14613,0403050035
14614,0403050036
14615,0403050037
14616,0403050038
14617,0403050039
14618,0403050040
14619,0403050041
14620,0403050042
